test_8acc,test_b8acc,test_4acc,test_b4acc,test_32acc,test_b32acc
0.5594,0.1114,0.4776,0.0772,0.5582,0.1105
0.5585,0.1125,0.4823,0.0772,0.5592,0.1113
0.5588,0.1144,0.4908,0.0972,0.5611,0.1126
0.5586,0.1124,0.4837,0.0937,0.5614,0.1112
0.5609,0.1084,0.4951,0.0949,0.5612,0.1092
0.5599,0.1077,0.5003,0.1057,0.5628,0.1069
0.5607,0.1035,0.4964,0.0856,0.563,0.1023
0.5627,0.1023,0.5038,0.1047,0.5631,0.1033
0.565,0.1009,0.5084,0.1065,0.5662,0.1024
0.5666,0.1031,0.503,0.0947,0.5682,0.1049
0.5663,0.105,0.5155,0.0986,0.5664,0.1038
0.5653,0.1081,0.5138,0.0894,0.5675,0.1045
0.5678,0.1059,0.5083,0.0978,0.5679,0.1039
0.5691,0.1012,0.5064,0.0888,0.5706,0.1026
0.5717,0.1029,0.5091,0.0995,0.5724,0.1026
0.5713,0.1005,0.5145,0.0872,0.5706,0.1011
0.5699,0.1017,0.5106,0.0903,0.5717,0.1017
0.5732,0.103,0.5127,0.096,0.5729,0.1007
0.5744,0.1033,0.5209,0.1044,0.5761,0.1004
0.5759,0.0999,0.5196,0.1026,0.5752,0.0977
0.575,0.1018,0.5215,0.1179,0.5755,0.0997
0.5762,0.1016,0.515,0.1029,0.5765,0.1004
0.5768,0.1053,0.5206,0.1172,0.5778,0.104
0.5776,0.1027,0.5235,0.1003,0.5779,0.1002
0.5781,0.1017,0.525,0.101,0.5785,0.1012
0.5786,0.1011,0.5225,0.0993,0.5796,0.1004
0.5793,0.0978,0.5242,0.1089,0.579,0.0985
0.5804,0.1005,0.5373,0.1097,0.5816,0.0992
0.581,0.1004,0.5341,0.1156,0.5826,0.0998
0.5822,0.102,0.5312,0.1121,0.5829,0.1015
0.5834,0.1003,0.5326,0.1096,0.5852,0.1023
0.5848,0.1039,0.535,0.1031,0.5857,0.1015
0.5859,0.1067,0.5311,0.0929,0.5862,0.1045
0.5887,0.107,0.5326,0.0956,0.5894,0.106
0.5891,0.1079,0.5335,0.0956,0.5897,0.1056
0.5901,0.1052,0.5274,0.1032,0.5893,0.1044
0.5906,0.107,0.5245,0.0998,0.5909,0.1064
0.5902,0.1049,0.522,0.1083,0.5922,0.1059
0.5923,0.1068,0.541,0.1177,0.5923,0.106
0.5922,0.105,0.5347,0.1174,0.5938,0.1053
0.5918,0.1051,0.5382,0.1258,0.5932,0.106
0.593,0.1052,0.5337,0.113,0.595,0.1056
0.5924,0.1059,0.539,0.111,0.595,0.106
0.594,0.1085,0.5404,0.1328,0.5959,0.106
0.5945,0.106,0.539,0.1166,0.594,0.1088
0.5739,0.1101,0.5274,0.0889,0.573,0.1072
0.5741,0.1074,0.5154,0.0954,0.5753,0.1067
0.5897,0.1132,0.5315,0.0826,0.5898,0.1111
0.589,0.1173,0.5333,0.0988,0.5924,0.113
0.5925,0.1116,0.5271,0.0913,0.5928,0.1139
0.5911,0.1086,0.5326,0.0861,0.5938,0.1099
0.5932,0.1097,0.5232,0.0908,0.5933,0.1094
0.5933,0.1085,0.5261,0.0903,0.5934,0.109
0.5936,0.1117,0.5373,0.0995,0.5937,0.1115
0.5942,0.1087,0.5342,0.1049,0.5948,0.111
0.5941,0.1069,0.541,0.114,0.5942,0.1101
0.5969,0.1099,0.5441,0.1155,0.5972,0.1117
0.5954,0.1115,0.5368,0.1249,0.5939,0.111
0.5955,0.1101,0.5394,0.12,0.5956,0.1108
0.595,0.1121,0.5347,0.1222,0.5956,0.1122
0.5921,0.1112,0.5348,0.1192,0.5948,0.1114
0.5947,0.1131,0.5378,0.1198,0.595,0.1124
0.5958,0.1105,0.5409,0.1279,0.5977,0.1112
0.5975,0.1118,0.5389,0.1224,0.5971,0.1105
0.5974,0.1107,0.5409,0.1298,0.596,0.1103
0.597,0.1149,0.5443,0.1273,0.5947,0.1136
0.5965,0.1145,0.5399,0.1229,0.5957,0.1135
0.5966,0.1173,0.5422,0.1313,0.5969,0.1144
0.5974,0.1106,0.5366,0.1155,0.5973,0.112
0.5972,0.1101,0.5414,0.1244,0.5986,0.1106
0.6,0.1154,0.5387,0.1345,0.5978,0.1143
0.5985,0.1104,0.5419,0.1261,0.5992,0.1114
0.5979,0.1155,0.5413,0.1339,0.5993,0.1147
0.5988,0.1109,0.5348,0.1252,0.5985,0.1141
0.5984,0.1132,0.5471,0.1122,0.5982,0.1149
0.5974,0.114,0.5391,0.1182,0.5969,0.1166
0.5978,0.1192,0.5472,0.1348,0.5991,0.118
0.5987,0.1185,0.5454,0.1654,0.5995,0.1198
0.6005,0.1133,0.5475,0.14,0.6004,0.1151
0.6019,0.1122,0.5472,0.1396,0.5994,0.1181
0.6009,0.1188,0.55,0.1328,0.5995,0.1175
0.6005,0.1195,0.5515,0.129,0.6016,0.1196
0.6028,0.1196,0.5314,0.118,0.6006,0.1194
0.6028,0.1149,0.5524,0.12,0.6032,0.1174
0.6048,0.116,0.5373,0.0952,0.6046,0.1167
0.606,0.1143,0.5463,0.1056,0.6047,0.1149
0.6041,0.111,0.5485,0.12,0.6042,0.114
0.6073,0.1123,0.5512,0.1058,0.6069,0.1114
0.6045,0.1138,0.5493,0.1169,0.6075,0.1139
0.6071,0.1096,0.549,0.1261,0.6071,0.1148
0.6058,0.1126,0.5654,0.1343,0.6056,0.1144
0.606,0.1174,0.567,0.1199,0.6077,0.1171
0.6101,0.1163,0.5639,0.1353,0.6072,0.118
0.6112,0.1176,0.5639,0.1435,0.6096,0.1187
0.6095,0.1159,0.5611,0.1262,0.6111,0.1162
0.6091,0.1147,0.5596,0.127,0.6098,0.1167
0.6069,0.1182,0.5656,0.1299,0.6089,0.1163
0.6096,0.1146,0.5586,0.1231,0.6098,0.1162
0.6102,0.1173,0.5608,0.1369,0.6093,0.1169
0.6104,0.1157,0.5616,0.1448,0.6112,0.1162
0.6109,0.1123,0.5593,0.1384,0.6111,0.1148
0.6107,0.1194,0.5644,0.1338,0.6128,0.1157
0.6086,0.1145,0.5732,0.1405,0.6107,0.1158
0.6079,0.1154,0.5619,0.1309,0.6081,0.1166
0.6103,0.1133,0.5661,0.1386,0.6102,0.1145
0.6066,0.109,0.5657,0.138,0.6104,0.114
0.6102,0.1116,0.5736,0.1448,0.613,0.1164
0.611,0.1166,0.5666,0.1345,0.6122,0.1185
0.6089,0.1234,0.5656,0.1234,0.6099,0.122
0.6123,0.1187,0.5573,0.1319,0.6123,0.1169
0.6166,0.1171,0.567,0.141,0.6144,0.1163
0.6136,0.1186,0.5619,0.1414,0.6127,0.1163
0.6154,0.1209,0.5607,0.1468,0.6134,0.1186
0.6136,0.1257,0.5604,0.1522,0.6138,0.1227
0.6126,0.1185,0.5594,0.1407,0.614,0.1202
0.6138,0.121,0.5611,0.1187,0.6119,0.12
0.6146,0.1209,0.5581,0.118,0.6117,0.1204
0.6119,0.1225,0.5557,0.1229,0.6126,0.1207
0.6121,0.1251,0.5519,0.1318,0.6135,0.1231
0.6134,0.1262,0.5579,0.1365,0.6148,0.1211
0.6129,0.1272,0.5616,0.1297,0.6124,0.125
0.6158,0.1209,0.5604,0.1247,0.6141,0.1233
0.6159,0.1235,0.5615,0.1193,0.6147,0.1228
0.6139,0.125,0.5564,0.1362,0.6142,0.1243
0.6145,0.1235,0.5549,0.1424,0.6152,0.1209
0.6149,0.1224,0.5686,0.1424,0.616,0.1191
0.6177,0.1246,0.5589,0.1317,0.6158,0.1216
0.617,0.1261,0.5495,0.1225,0.6147,0.1228
0.6203,0.1223,0.5597,0.1245,0.618,0.1229
0.6171,0.1243,0.5593,0.1149,0.6176,0.1234
0.618,0.1228,0.5698,0.1204,0.6179,0.1207
0.6176,0.126,0.5717,0.1237,0.6189,0.1206
0.6188,0.125,0.5628,0.1245,0.6189,0.1215
0.62,0.1199,0.5622,0.1196,0.6181,0.1213
0.6178,0.1197,0.5611,0.1239,0.6177,0.121
