test_8acc,test_b8acc,test_4acc,test_b4acc,test_32acc,test_b32acc
0.6407,0.0767,0.5831,0.0748,0.6411,0.0739
0.6399,0.0773,0.5913,0.0788,0.6423,0.0774
0.6421,0.0794,0.5975,0.0714,0.6424,0.0768
0.6434,0.076,0.5859,0.0729,0.6452,0.0761
0.6447,0.0793,0.5897,0.0804,0.6454,0.0761
0.6434,0.0782,0.5917,0.0659,0.6426,0.076
0.6458,0.0781,0.5956,0.0736,0.6444,0.0785
0.6472,0.0813,0.597,0.0758,0.646,0.0783
0.6477,0.0794,0.6027,0.0816,0.6467,0.0782
0.6451,0.0809,0.599,0.0753,0.6451,0.0782
0.6425,0.0769,0.599,0.08,0.6454,0.0763
0.6459,0.0769,0.5944,0.0852,0.6481,0.0765
0.6478,0.0767,0.5935,0.0812,0.6468,0.0766
0.6471,0.0819,0.5962,0.077,0.6477,0.0797
0.6495,0.0793,0.5944,0.0813,0.6498,0.0785
0.6512,0.0766,0.6026,0.083,0.6506,0.0789
0.652,0.0806,0.6013,0.0856,0.6516,0.0778
0.6505,0.0769,0.5971,0.0785,0.6511,0.0779
0.6527,0.0771,0.5965,0.0776,0.6525,0.0785
0.6516,0.0751,0.6002,0.0774,0.6524,0.0769
0.6545,0.0769,0.5994,0.0684,0.6524,0.0764
0.6513,0.0742,0.6021,0.0645,0.6514,0.0747
0.6549,0.0764,0.6056,0.0754,0.6548,0.0766
0.6531,0.0765,0.608,0.0777,0.6549,0.0766
0.653,0.0768,0.6072,0.0764,0.654,0.0757
0.653,0.0776,0.6049,0.0818,0.6538,0.0758
0.6555,0.0791,0.6081,0.0781,0.6548,0.0777
0.6546,0.076,0.6153,0.0828,0.6554,0.0767
0.6547,0.0756,0.6105,0.0865,0.6547,0.0772
0.6566,0.0749,0.6036,0.0806,0.6559,0.0738
0.6581,0.0753,0.6036,0.0722,0.6577,0.0744
0.6581,0.0745,0.6114,0.0701,0.6581,0.074
0.6569,0.0757,0.6154,0.0744,0.6582,0.0761
0.658,0.0775,0.6114,0.0669,0.6576,0.0763
0.6596,0.0758,0.6138,0.0686,0.6593,0.076
0.6575,0.0744,0.6154,0.0737,0.658,0.0743
0.6589,0.0754,0.6105,0.0686,0.6601,0.0743
0.661,0.0781,0.6209,0.0719,0.6605,0.0757
0.6611,0.0779,0.6175,0.0726,0.6632,0.0776
0.6622,0.0763,0.6196,0.0679,0.6632,0.0758
0.6593,0.074,0.6189,0.0656,0.6607,0.0738
0.6627,0.0769,0.6191,0.0675,0.6637,0.078
0.6619,0.0778,0.6224,0.0729,0.6616,0.076
0.6648,0.0775,0.6202,0.0719,0.6641,0.0753
0.663,0.0768,0.6183,0.0704,0.6646,0.0745
0.6631,0.0748,0.62,0.0714,0.6638,0.0755
0.6644,0.0739,0.6178,0.0625,0.6649,0.0753
0.667,0.0724,0.6237,0.0639,0.6664,0.0749
0.6662,0.0732,0.6131,0.0612,0.6665,0.0742
0.6695,0.0744,0.6276,0.0722,0.6678,0.074
0.6685,0.0761,0.6261,0.0715,0.6686,0.0772
0.6669,0.0762,0.6294,0.0686,0.6675,0.0768
0.667,0.0747,0.6244,0.0658,0.6671,0.0769
0.6662,0.0737,0.6278,0.0578,0.6675,0.0758
0.667,0.075,0.6293,0.0638,0.6676,0.0762
0.6704,0.0761,0.6317,0.063,0.6705,0.0759
0.6696,0.0748,0.6263,0.0632,0.6695,0.0751
0.6701,0.078,0.6252,0.0691,0.6703,0.0791
0.6697,0.078,0.63,0.0756,0.6719,0.0797
0.6698,0.0772,0.6218,0.0645,0.6709,0.0789
0.671,0.076,0.6255,0.0637,0.671,0.0758
0.6704,0.0763,0.6215,0.0707,0.6703,0.077
0.6738,0.0778,0.6203,0.0743,0.6732,0.0782
0.6736,0.0793,0.6227,0.073,0.6733,0.0796
0.6739,0.0817,0.6166,0.0785,0.6742,0.08
0.6736,0.0801,0.6191,0.0687,0.6733,0.0795
0.6727,0.0785,0.6211,0.0715,0.6737,0.0811
0.673,0.0784,0.6249,0.0707,0.6753,0.079
0.6739,0.0793,0.624,0.0733,0.6776,0.0803
0.6743,0.0805,0.6321,0.0782,0.6766,0.0807
0.6753,0.0795,0.6256,0.0739,0.6761,0.0792
0.6772,0.0808,0.6257,0.0747,0.6773,0.0794
0.6784,0.08,0.6317,0.0841,0.6774,0.0794
0.6793,0.0792,0.6354,0.0828,0.6791,0.0795
0.6798,0.0803,0.6309,0.0774,0.6798,0.0797
0.679,0.0789,0.6292,0.0755,0.6794,0.0797
0.6794,0.0797,0.6263,0.0752,0.6799,0.0793
0.6784,0.0801,0.6339,0.0762,0.6794,0.0796
0.6793,0.0829,0.6329,0.0728,0.6804,0.0797
0.6794,0.0819,0.6323,0.0679,0.6806,0.079
0.6793,0.0811,0.6306,0.0792,0.6801,0.0814
0.6783,0.0781,0.6396,0.0772,0.6814,0.0805
0.6818,0.0785,0.6412,0.0815,0.682,0.0797
0.681,0.0804,0.6427,0.0783,0.6813,0.0784
0.6811,0.0809,0.6358,0.0774,0.6817,0.0798
0.6826,0.0776,0.6347,0.0731,0.6811,0.0772
0.6815,0.077,0.6424,0.0779,0.6819,0.0784
0.6833,0.0805,0.6382,0.0831,0.6834,0.0815
0.6821,0.0809,0.6438,0.0764,0.6827,0.0797
0.6829,0.0802,0.645,0.0826,0.6829,0.0812
0.6823,0.0789,0.6372,0.0714,0.6848,0.0774
0.684,0.077,0.6363,0.0713,0.6842,0.0777
0.6847,0.079,0.6368,0.0709,0.6857,0.0789
0.684,0.0789,0.6457,0.0737,0.6849,0.0804
0.6836,0.0813,0.6408,0.0701,0.6846,0.0803
0.6849,0.0769,0.6384,0.0696,0.6844,0.0778
0.6838,0.0784,0.6364,0.0733,0.6856,0.0782
0.6844,0.0773,0.6414,0.0781,0.6847,0.0782
0.6846,0.0815,0.6454,0.0751,0.6853,0.0791
0.6851,0.0779,0.6434,0.0724,0.6838,0.0779
0.6823,0.0813,0.6369,0.0679,0.6833,0.0801
0.6842,0.0839,0.6406,0.0752,0.684,0.0825
0.6849,0.0817,0.6446,0.0712,0.6843,0.0817
0.686,0.0853,0.6387,0.0697,0.684,0.0836
0.6849,0.0827,0.6404,0.0688,0.6853,0.0827
0.6859,0.0813,0.6376,0.0688,0.688,0.0823
0.6868,0.0829,0.64,0.0718,0.6873,0.0831
0.687,0.0828,0.6422,0.071,0.6866,0.0817
0.6861,0.0825,0.6339,0.0628,0.6858,0.0821
0.6869,0.0822,0.6311,0.0634,0.6865,0.083
0.6857,0.0848,0.6389,0.072,0.6855,0.0846
0.6867,0.0835,0.6306,0.072,0.6874,0.0832
0.6862,0.0844,0.6364,0.0739,0.6876,0.0837
0.6869,0.0849,0.6383,0.0746,0.6876,0.0849
0.688,0.0847,0.6406,0.0692,0.6872,0.0858
0.6888,0.0839,0.6421,0.066,0.6884,0.0845
0.6878,0.0812,0.6371,0.0771,0.6882,0.0831
0.6891,0.0847,0.6345,0.0705,0.6875,0.0837
0.6875,0.0847,0.6394,0.0769,0.6885,0.0843
0.6886,0.0846,0.6365,0.0718,0.6887,0.0846
0.6882,0.0856,0.6388,0.0751,0.6882,0.0851
0.6897,0.086,0.641,0.0718,0.6905,0.0841
0.6899,0.083,0.636,0.075,0.6893,0.0823
0.6902,0.0832,0.6422,0.0763,0.6899,0.0833
0.6912,0.0792,0.634,0.066,0.6921,0.0814
0.6907,0.0831,0.6483,0.0703,0.6938,0.0829
0.6921,0.0849,0.6435,0.0738,0.6919,0.0839
0.6911,0.0814,0.6407,0.0704,0.6916,0.082
0.6915,0.0812,0.6391,0.0778,0.6914,0.0808
0.6911,0.0815,0.6408,0.0814,0.6904,0.0819
0.6902,0.0825,0.6404,0.0865,0.6905,0.0823
0.6912,0.0816,0.6394,0.0733,0.693,0.0828
0.6931,0.0839,0.6406,0.0775,0.6932,0.084
0.6929,0.0847,0.6405,0.0812,0.6923,0.0819
0.6906,0.0859,0.6387,0.0823,0.6911,0.0838
0.6906,0.0849,0.638,0.0772,0.6921,0.0844
0.6928,0.085,0.6422,0.0781,0.6939,0.0849
0.6917,0.0829,0.6431,0.0822,0.6932,0.0839
0.6916,0.085,0.6454,0.0804,0.6916,0.0857
0.6923,0.085,0.6443,0.0802,0.6935,0.0864
0.6904,0.0872,0.638,0.0789,0.6929,0.0865
0.6907,0.0853,0.643,0.0834,0.6914,0.0839
0.6917,0.0841,0.6453,0.0854,0.6924,0.0844
0.6915,0.082,0.6431,0.0769,0.6929,0.0825
0.69,0.0842,0.647,0.0812,0.6925,0.0838
0.6908,0.084,0.6439,0.0857,0.6931,0.0843
0.6942,0.0836,0.6522,0.0876,0.695,0.0838
0.6914,0.0837,0.6453,0.0763,0.6955,0.0832
0.6938,0.0842,0.6415,0.0803,0.6932,0.0855
0.6939,0.0837,0.6411,0.0811,0.6958,0.0847
0.6935,0.0822,0.645,0.0836,0.6941,0.0832
0.695,0.0819,0.6483,0.0798,0.6961,0.0815
