0.1021,0.103,0.1052,0.0128,0.0163,0.0298
0.1,0.1,0.1031,0.0,0.0,0.0
0.1,0.1,0.1005,0.0,0.0,0.0
0.1,0.1,0.102,0.0,0.0,0.0
0.1,0.1,0.1042,0.0,0.0,0.0
0.1,0.1,0.1056,0.0,0.0,0.0
0.1,0.1,0.1066,0.0,0.0,0.0
0.1,0.1,0.1072,0.0,0.0,0.0
0.1,0.1,0.1097,0.0,0.0,0.0001
0.1,0.1,0.111,0.0,0.0,0.0002
0.1001,0.1,0.1101,0.0,0.0,0.0001
0.1001,0.1001,0.1108,0.0,0.0,0.0001
0.1001,0.1001,0.1119,0.0,0.0,0.0001
0.1002,0.1001,0.1113,0.0,0.0,0.0001
0.1002,0.1002,0.1115,0.0,0.0,0.0
0.1004,0.1003,0.1117,0.0,0.0,0.0
0.1006,0.1005,0.1125,0.0,0.0,0.0
0.1006,0.1005,0.1146,0.0,0.0,0.0
0.1007,0.1006,0.1151,0.0,0.0,0.0001
0.1005,0.1006,0.1156,0.0,0.0,0.0
0.1003,0.1009,0.1155,0.0,0.0,0.0
0.1005,0.1014,0.1182,0.0001,0.0,0.0
0.1007,0.1014,0.1183,0.0,0.0,0.0
0.1007,0.1014,0.1194,0.0,0.0,0.0
0.1013,0.1022,0.1226,0.0,0.0,0.0
0.1008,0.1021,0.1224,0.0,0.0,0.0
0.1017,0.1023,0.1247,0.0,0.0,0.0
0.1015,0.1031,0.128,0.0,0.0,0.0
0.102,0.1032,0.1262,0.0001,0.0,0.0
0.1018,0.1035,0.1261,0.0003,0.0,0.0
0.1017,0.1027,0.126,0.0004,0.0,0.0
0.1015,0.1031,0.1273,0.0003,0.0,0.0
0.1015,0.1033,0.1256,0.0003,0.0,0.0
0.1011,0.1028,0.1239,0.0003,0.0,0.0
0.1019,0.1029,0.1244,0.0001,0.0,0.0
0.101,0.1025,0.1228,0.0001,0.0,0.0
0.1009,0.1005,0.1001,0.0001,0.0,0.0
0.1011,0.1006,0.1,0.0,0.0,0.0
0.1009,0.1006,0.1,0.0,0.0,0.0
0.1009,0.1007,0.1001,0.0,0.0,0.0
0.1012,0.1007,0.1001,0.0001,0.0,0.0
0.1014,0.1006,0.1,0.0,0.0,0.0
0.1014,0.1011,0.1,0.0,0.0,0.0
0.1011,0.1009,0.1002,0.0,0.0,0.0
0.1009,0.1008,0.1002,0.0,0.0,0.0
0.1008,0.1006,0.1,0.0,0.0,0.0
0.1011,0.1012,0.1,0.0,0.0,0.0
0.1017,0.1016,0.1001,0.0,0.0,0.0
0.1015,0.1014,0.1001,0.0,0.0,0.0
0.1015,0.1013,0.1001,0.0,0.0,0.0
0.1012,0.1011,0.1003,0.0,0.0,0.0
0.1014,0.1014,0.1002,0.0,0.0,0.0
0.1008,0.1012,0.1003,0.0,0.0,0.0
0.1016,0.1013,0.1002,0.0,0.0,0.0
0.102,0.1019,0.1001,0.0,0.0,0.0
0.1012,0.1013,0.1002,0.0,0.0,0.0
0.1011,0.1012,0.1002,0.0,0.0,0.0
0.1012,0.1014,0.1003,0.0,0.0,0.0
0.1016,0.1016,0.1,0.0,0.0,0.0
0.1011,0.1015,0.1004,0.0,0.0,0.0
0.1019,0.1021,0.1003,0.0,0.0,0.0
0.1022,0.1023,0.1001,0.0,0.0,0.0
0.1021,0.1024,0.1003,0.0,0.0,0.0
0.102,0.1024,0.1002,0.0,0.0,0.0
0.102,0.1022,0.1008,0.0,0.0,0.0
0.1005,0.1009,0.1008,0.0,0.0001,0.0
