test_4acc,test_b4acc,test_8acc,test_b8acc,test_32acc,test_b32acc
0.6997,0.0957,0.7276,0.0955,0.7285,0.0953
0.7,0.0943,0.7282,0.0949,0.7283,0.0952
0.7024,0.0948,0.7308,0.0958,0.7307,0.0967
0.6971,0.0978,0.732,0.0956,0.7323,0.0961
0.6993,0.0965,0.7324,0.0944,0.7321,0.0945
0.6995,0.0971,0.7358,0.0953,0.7354,0.0953
0.7039,0.0978,0.7368,0.0942,0.7366,0.0943
0.706,0.1012,0.7359,0.0951,0.7354,0.0955
0.705,0.1024,0.7344,0.0945,0.735,0.094
0.7016,0.1016,0.7368,0.0951,0.7367,0.095
0.7016,0.103,0.7386,0.094,0.7397,0.0942
0.7064,0.1011,0.7391,0.0959,0.7394,0.0958
0.7063,0.1018,0.7396,0.0953,0.7397,0.0955
0.7114,0.1023,0.7404,0.0948,0.7406,0.0956
0.7136,0.1026,0.7427,0.0968,0.7423,0.0963
0.7114,0.1046,0.742,0.0979,0.7418,0.0976
0.7147,0.1016,0.7461,0.0944,0.7467,0.0942
0.7087,0.1011,0.7464,0.0951,0.7458,0.0955
0.7167,0.103,0.7465,0.0976,0.7455,0.0981
0.7117,0.1014,0.7485,0.0959,0.7478,0.096
0.7103,0.1048,0.7467,0.0959,0.7474,0.0955
0.7151,0.1021,0.7472,0.0966,0.7489,0.0968
0.7167,0.1035,0.7486,0.0991,0.7481,0.0985
0.7125,0.1075,0.7493,0.0975,0.7501,0.0971
0.7187,0.1047,0.7495,0.0977,0.7505,0.0971
0.7168,0.1068,0.7531,0.0971,0.753,0.0966
0.7185,0.0974,0.7521,0.097,0.751,0.0973
0.7164,0.1038,0.7522,0.0978,0.7521,0.0978
0.7119,0.0995,0.7524,0.0984,0.7525,0.0984
0.7163,0.0959,0.7533,0.0959,0.7545,0.0955
0.713,0.1025,0.7532,0.0988,0.7539,0.0984
0.7153,0.1062,0.7546,0.0989,0.7543,0.0991
0.7142,0.1021,0.7571,0.0967,0.7555,0.0967
0.7126,0.1053,0.755,0.0976,0.7545,0.0974
0.7159,0.1046,0.7567,0.0983,0.7568,0.0984
0.7159,0.1066,0.7576,0.0963,0.7579,0.0966
0.7167,0.1127,0.7569,0.0993,0.7571,0.0988
0.7156,0.1113,0.7591,0.0984,0.758,0.0984
0.7158,0.1096,0.7583,0.1002,0.7583,0.1002
0.7156,0.1098,0.7599,0.0958,0.7606,0.0961
0.7175,0.1106,0.7596,0.0981,0.7601,0.0984
0.7143,0.1085,0.7606,0.0977,0.7606,0.0985
0.713,0.1074,0.7629,0.0978,0.7618,0.099
0.7112,0.1078,0.7621,0.0981,0.7612,0.0982
0.7088,0.1103,0.7638,0.0998,0.7631,0.0994
0.7105,0.1021,0.7616,0.0983,0.7613,0.0981
0.7091,0.1033,0.7617,0.098,0.7637,0.098
0.714,0.1015,0.7593,0.0974,0.76,0.0967
0.714,0.1005,0.762,0.0963,0.7623,0.0969
0.7109,0.1019,0.7629,0.0973,0.7643,0.0969
0.7179,0.104,0.7639,0.0971,0.7639,0.0976
0.7193,0.105,0.7633,0.0971,0.7642,0.0967
0.7191,0.1027,0.7665,0.0975,0.7666,0.0979
0.7177,0.107,0.7652,0.099,0.7655,0.0992
0.7168,0.1006,0.7638,0.097,0.7635,0.097
0.7115,0.1015,0.763,0.0967,0.7639,0.0973
0.7194,0.1015,0.7662,0.099,0.7668,0.0991
0.716,0.096,0.766,0.0987,0.7665,0.098
0.7119,0.0959,0.7673,0.0968,0.7674,0.0965
0.7131,0.0966,0.7665,0.099,0.7662,0.099
0.713,0.0937,0.7682,0.099,0.7681,0.0985
0.7148,0.0935,0.7651,0.0968,0.7661,0.0971
0.7124,0.0884,0.7682,0.0978,0.7693,0.0979
0.7095,0.0903,0.7692,0.0979,0.7696,0.0981
0.7102,0.0924,0.7676,0.0976,0.7672,0.0976
0.7125,0.0908,0.7694,0.0972,0.7694,0.0973
0.71,0.0896,0.7677,0.0969,0.7688,0.0969
0.7112,0.0919,0.7684,0.0983,0.769,0.0986
0.711,0.0982,0.7701,0.0977,0.7706,0.0982
0.7155,0.0966,0.7684,0.0982,0.7691,0.0976
0.7149,0.0953,0.7702,0.0938,0.7707,0.095
0.7161,0.0995,0.7728,0.0965,0.7727,0.0975
0.7197,0.0964,0.7699,0.0968,0.77,0.0963
0.7093,0.0984,0.7692,0.0987,0.7701,0.0987
0.7118,0.0996,0.7711,0.1006,0.7703,0.0998
0.7123,0.1002,0.7689,0.0999,0.7687,0.0992
0.7068,0.0961,0.7712,0.1,0.7711,0.0999
0.7103,0.0942,0.771,0.0968,0.7703,0.0971
0.7045,0.0991,0.7723,0.097,0.7717,0.0974
0.7063,0.0951,0.7715,0.0998,0.7719,0.1004
0.6987,0.0961,0.7733,0.0987,0.7734,0.099
0.7031,0.098,0.7747,0.0987,0.774,0.0988
0.698,0.0977,0.772,0.0995,0.7731,0.099
0.7001,0.0989,0.7738,0.0986,0.7734,0.0988
0.7049,0.0905,0.7698,0.0976,0.7717,0.0971
0.7,0.0905,0.7721,0.0969,0.772,0.0964
0.7056,0.0905,0.7732,0.097,0.7734,0.0962
0.7002,0.093,0.7728,0.0975,0.7722,0.0981
0.7055,0.0935,0.7722,0.0991,0.7727,0.099
0.7065,0.0945,0.7755,0.0985,0.7742,0.0982
0.7012,0.0922,0.774,0.0989,0.7729,0.0993
0.7022,0.0921,0.7715,0.0989,0.7718,0.0988
0.7035,0.0928,0.7731,0.0996,0.7726,0.0993
0.7076,0.0941,0.7752,0.0995,0.7748,0.1001
0.7082,0.0948,0.7742,0.0988,0.7742,0.0985
0.7067,0.0947,0.7741,0.0991,0.7753,0.0985
0.7073,0.0965,0.775,0.0998,0.7755,0.0995
0.7124,0.1009,0.7735,0.1009,0.7738,0.1009
0.7074,0.0961,0.7748,0.0993,0.7737,0.0998
0.7064,0.0952,0.7776,0.0988,0.7776,0.0995
0.7073,0.097,0.7788,0.0972,0.7772,0.0982
0.7067,0.0918,0.7766,0.0978,0.7758,0.0973
0.703,0.0987,0.7765,0.0996,0.7757,0.0993
0.7058,0.1017,0.7761,0.1009,0.7752,0.0999
0.7062,0.1015,0.7764,0.1021,0.7756,0.1014
0.7069,0.1007,0.7743,0.0999,0.7746,0.1003
0.703,0.0977,0.7766,0.0987,0.7761,0.098
0.6994,0.0991,0.7766,0.0994,0.7764,0.0987
0.6991,0.0999,0.7782,0.0999,0.7791,0.099
0.6944,0.0999,0.7784,0.0975,0.7794,0.0976
0.6899,0.0968,0.7788,0.0993,0.7796,0.0991
0.6955,0.0974,0.7773,0.1016,0.7777,0.1014
0.6921,0.0975,0.7773,0.1016,0.7782,0.1004
0.6955,0.0979,0.7783,0.1003,0.7767,0.0998
0.6905,0.0957,0.778,0.1012,0.7792,0.1
0.6906,0.0959,0.7801,0.0995,0.7813,0.1
0.6892,0.0941,0.7816,0.0995,0.781,0.1001
0.6856,0.0944,0.7791,0.0988,0.7805,0.0992
0.6897,0.0928,0.7794,0.0982,0.7799,0.0977
0.6837,0.0931,0.7794,0.0985,0.7787,0.0983
0.6843,0.0889,0.7802,0.0972,0.7792,0.0969
0.693,0.0907,0.7818,0.098,0.781,0.0981
0.6894,0.089,0.7812,0.0983,0.7817,0.099
0.6926,0.0915,0.7805,0.0989,0.7812,0.0993
0.6939,0.0944,0.7815,0.0993,0.7809,0.0991
0.6841,0.0903,0.7809,0.0987,0.7822,0.0983
0.6878,0.0899,0.7798,0.0995,0.7803,0.0994
0.6843,0.0884,0.782,0.0993,0.7817,0.0997
0.6852,0.0915,0.7803,0.1014,0.782,0.1009
0.6858,0.0898,0.7805,0.1019,0.7809,0.1015
0.6916,0.0917,0.7823,0.1013,0.7812,0.1018
0.6866,0.0901,0.7833,0.1008,0.7838,0.1014
0.697,0.0942,0.7816,0.1007,0.782,0.0995
0.6853,0.089,0.7836,0.0992,0.7847,0.0987
0.6884,0.0883,0.7829,0.1009,0.7817,0.1003
0.6837,0.0857,0.7829,0.1003,0.7828,0.0991
0.6798,0.0928,0.7814,0.1018,0.7814,0.1016
0.6933,0.0826,0.7814,0.1012,0.7824,0.1005
0.6896,0.0877,0.7828,0.1021,0.7831,0.1007
0.6903,0.0849,0.7833,0.0992,0.7828,0.1002
0.6847,0.0853,0.7839,0.0989,0.7844,0.0994
0.689,0.0845,0.7838,0.0993,0.7847,0.0986
0.6892,0.0812,0.7846,0.101,0.7844,0.1
0.6917,0.0868,0.7843,0.1011,0.784,0.101
0.6914,0.0858,0.7835,0.1006,0.7839,0.1012
0.6889,0.0838,0.7837,0.1,0.7846,0.1004
0.6791,0.0855,0.7848,0.1001,0.7851,0.0998
0.6833,0.0896,0.784,0.1008,0.7848,0.1009
0.6804,0.0846,0.784,0.102,0.7839,0.1019
0.6737,0.0787,0.7852,0.101,0.7856,0.1016
0.6743,0.0787,0.7861,0.1004,0.7848,0.1006
0.6766,0.0794,0.7848,0.0999,0.7846,0.1003
0.6608,0.0813,0.786,0.1002,0.7849,0.1
0.6756,0.0819,0.7844,0.0981,0.7847,0.099
0.6759,0.0797,0.7829,0.0992,0.7856,0.0989
0.6829,0.0851,0.784,0.0991,0.7836,0.0994
0.6667,0.0811,0.7855,0.098,0.7871,0.0986
0.6629,0.0809,0.7869,0.0985,0.7877,0.0987
0.6639,0.0808,0.7869,0.1006,0.7857,0.0999
0.6618,0.0794,0.7844,0.1005,0.7855,0.1009
0.6667,0.0769,0.7864,0.0987,0.787,0.0987
0.6742,0.0793,0.788,0.0985,0.7889,0.0984
0.6782,0.0796,0.7888,0.0995,0.7887,0.0994
0.6781,0.0801,0.7878,0.0998,0.7892,0.0994
0.6782,0.0807,0.7879,0.099,0.7886,0.0991
0.6724,0.0832,0.7887,0.1003,0.7888,0.0997
0.6678,0.0783,0.789,0.0996,0.7892,0.0995
0.6635,0.0808,0.7871,0.0998,0.7871,0.0991
0.6556,0.0767,0.7883,0.0977,0.788,0.0974
0.6704,0.0775,0.788,0.0973,0.7886,0.098
0.6821,0.0821,0.7862,0.0994,0.7874,0.0993
0.675,0.0782,0.7865,0.0987,0.7867,0.0983
0.676,0.0812,0.7877,0.0976,0.7885,0.0986
0.6854,0.0858,0.789,0.1005,0.7896,0.1009
0.6816,0.0874,0.7894,0.1008,0.7888,0.101
0.6751,0.0784,0.7886,0.0993,0.7894,0.0998
0.6956,0.0835,0.7895,0.1002,0.7912,0.1002
0.6871,0.0774,0.7888,0.0983,0.7888,0.0989
0.6765,0.0785,0.7909,0.1018,0.7889,0.1013
0.6939,0.0835,0.7898,0.1011,0.7917,0.1006
0.6931,0.0857,0.7906,0.0969,0.792,0.0971
0.6891,0.0809,0.7884,0.1002,0.7895,0.0993
0.6891,0.0754,0.7889,0.0995,0.7903,0.0991
0.683,0.0826,0.7891,0.1009,0.7917,0.1002
0.6913,0.0828,0.7887,0.1003,0.7889,0.1004
0.6829,0.0799,0.7892,0.1,0.79,0.0996
0.6939,0.0863,0.7901,0.0997,0.7906,0.1001
0.6927,0.0859,0.7909,0.099,0.791,0.0989
0.6953,0.0884,0.7907,0.0998,0.7921,0.1
0.6883,0.0848,0.7915,0.1006,0.7911,0.0998
0.6856,0.0829,0.7916,0.1001,0.7909,0.0994
0.6916,0.0861,0.7897,0.0992,0.791,0.0991
0.6894,0.0855,0.7923,0.0987,0.792,0.099
0.6907,0.0865,0.7905,0.0992,0.791,0.0987
0.6881,0.0871,0.7921,0.0999,0.7911,0.1001
0.6913,0.0891,0.7894,0.1003,0.7893,0.1004
0.6893,0.0855,0.7908,0.1001,0.7907,0.1002
0.6833,0.0875,0.79,0.1015,0.7905,0.1018
0.6918,0.0889,0.7915,0.1005,0.7915,0.1
0.6842,0.0891,0.7907,0.1005,0.7919,0.0998
0.6904,0.0933,0.7917,0.1014,0.7919,0.1012
0.6901,0.0959,0.7921,0.1011,0.7928,0.1007
0.6881,0.0944,0.7924,0.0992,0.7925,0.0996
0.685,0.0937,0.7924,0.1001,0.7927,0.1009
0.6857,0.0929,0.7913,0.0988,0.7914,0.0997
0.6792,0.0905,0.7916,0.0999,0.7913,0.0995
0.6709,0.0886,0.7907,0.1009,0.792,0.1002
0.6773,0.0881,0.7908,0.1022,0.7911,0.1015
0.6838,0.0936,0.7909,0.1024,0.7917,0.1014
0.6841,0.0951,0.7916,0.1012,0.7917,0.1012
0.6752,0.0929,0.7896,0.1015,0.7894,0.1014
0.6777,0.0886,0.7904,0.101,0.7912,0.1007
0.6774,0.0893,0.7909,0.1004,0.7923,0.0992
0.6789,0.0901,0.792,0.0997,0.7912,0.0995
0.6847,0.095,0.7919,0.1002,0.7914,0.1001
0.674,0.0931,0.7916,0.1018,0.7917,0.1016
0.6792,0.0929,0.7899,0.1022,0.7905,0.101
0.6776,0.0923,0.7899,0.1019,0.7916,0.102
0.6713,0.0917,0.7902,0.1012,0.7903,0.1006
0.6804,0.0938,0.7911,0.099,0.7899,0.0995
0.6779,0.096,0.7932,0.0991,0.7925,0.0999
0.6748,0.0939,0.7886,0.0994,0.791,0.1004
0.6728,0.0961,0.7913,0.1012,0.7925,0.1017
0.6701,0.0952,0.7911,0.1017,0.7903,0.1018
0.6758,0.0997,0.7912,0.1013,0.7917,0.1016
0.675,0.0972,0.7916,0.1008,0.7913,0.1013
0.6712,0.0965,0.791,0.101,0.7908,0.1024
0.6651,0.0965,0.7919,0.1017,0.7924,0.1018
0.6699,0.092,0.7923,0.1007,0.7925,0.1009
0.6664,0.0963,0.7907,0.102,0.792,0.1031
0.6695,0.0987,0.7917,0.1025,0.7917,0.1034
0.675,0.1008,0.7921,0.1031,0.7923,0.1026
0.6701,0.0954,0.7908,0.1014,0.7913,0.1017
0.6794,0.0993,0.7904,0.104,0.7915,0.1037
0.6842,0.1024,0.7912,0.1032,0.7922,0.1041
0.6782,0.1034,0.7912,0.1007,0.7919,0.1021
0.6687,0.0948,0.792,0.1017,0.7933,0.1013
