test_4acc,test_b4acc,test_8acc,test_b8acc,test_32acc,test_b32acc
0.2952,0.1482,0.7718,0.1088,0.7725,0.1103
0.2931,0.1465,0.7716,0.1096,0.7728,0.11
0.294,0.1458,0.77,0.1096,0.7725,0.1097
0.2946,0.143,0.7683,0.1082,0.7708,0.1091
0.2942,0.1444,0.7714,0.1084,0.7732,0.1089
0.2972,0.1473,0.7724,0.1081,0.7759,0.1094
0.2969,0.1453,0.771,0.109,0.7731,0.1094
0.2931,0.1489,0.7701,0.1091,0.772,0.1098
0.2925,0.1479,0.7697,0.1086,0.7702,0.1091
0.2924,0.1463,0.7708,0.1096,0.7716,0.1093
0.2892,0.1306,0.7698,0.1098,0.7723,0.11
0.2901,0.1357,0.7706,0.1102,0.7722,0.1102
0.2747,0.1182,0.7645,0.1087,0.7671,0.1088
0.2837,0.1151,0.7631,0.1081,0.7656,0.1094
0.2871,0.1167,0.7644,0.1099,0.7667,0.1097
0.2888,0.1177,0.768,0.1095,0.769,0.1098
0.2864,0.1223,0.7694,0.1098,0.7704,0.1097
0.2816,0.1203,0.7699,0.1094,0.7703,0.1096
0.2861,0.1229,0.7703,0.1095,0.7718,0.11
0.2864,0.119,0.7677,0.1091,0.7687,0.11
0.2833,0.1169,0.7655,0.1097,0.7687,0.11
0.2887,0.1164,0.7675,0.1082,0.7697,0.1097
0.2865,0.1182,0.7681,0.1074,0.7685,0.1106
0.28,0.1277,0.7686,0.1077,0.7691,0.1106
0.2819,0.1281,0.772,0.1082,0.7728,0.1112
0.279,0.1304,0.7709,0.1096,0.7709,0.1116
0.2849,0.1287,0.7719,0.1095,0.7737,0.1109
0.2841,0.1072,0.7686,0.1077,0.7698,0.1104
0.2908,0.1075,0.7687,0.1067,0.7704,0.11
0.2854,0.1147,0.7652,0.1086,0.7656,0.1106
0.2844,0.1079,0.7654,0.1086,0.7668,0.1107
0.2885,0.1081,0.7655,0.1091,0.7676,0.1115
0.2891,0.1068,0.769,0.1088,0.7703,0.1111
0.2826,0.1019,0.7677,0.1096,0.7707,0.1111
0.2756,0.1036,0.7704,0.108,0.7735,0.1116
0.2751,0.104,0.7707,0.1087,0.7732,0.112
0.2762,0.1131,0.7721,0.1079,0.774,0.1121
0.2761,0.1107,0.7728,0.1086,0.7723,0.1119
0.2703,0.1097,0.7685,0.1095,0.7717,0.1117
0.2695,0.1126,0.7676,0.1102,0.7702,0.1115
0.2681,0.1101,0.7655,0.1091,0.7697,0.1105
0.2661,0.1109,0.7671,0.1098,0.7707,0.1107
0.2652,0.113,0.7695,0.1098,0.7709,0.1116
0.2684,0.112,0.7726,0.1085,0.7738,0.1119
0.2666,0.1124,0.7735,0.1083,0.774,0.1117
0.2666,0.115,0.7683,0.1109,0.7701,0.1116
0.265,0.1158,0.7673,0.1113,0.7694,0.1116
0.2594,0.112,0.766,0.1113,0.7698,0.1119
0.2533,0.1111,0.767,0.111,0.7701,0.112
0.2505,0.0999,0.7669,0.1116,0.7683,0.1116
0.2521,0.1031,0.7658,0.1108,0.7681,0.1114
0.2531,0.1047,0.7685,0.1097,0.7716,0.1107
0.2577,0.1057,0.7714,0.1097,0.7743,0.1107
0.2547,0.1057,0.7713,0.1091,0.7751,0.1109
0.2525,0.1084,0.7704,0.1109,0.7743,0.111
0.2545,0.1056,0.7713,0.1095,0.7738,0.1102
0.2562,0.1054,0.7752,0.1079,0.777,0.1101
0.2584,0.1066,0.7748,0.1083,0.7765,0.1108
0.25,0.1135,0.7703,0.1101,0.7731,0.1112
0.2574,0.1113,0.7677,0.1105,0.7694,0.1115
0.2584,0.1098,0.7677,0.1102,0.7692,0.1115
0.2567,0.0996,0.7686,0.1109,0.7705,0.1107
0.2499,0.1032,0.7707,0.1096,0.7737,0.1112
0.2498,0.1018,0.775,0.1089,0.778,0.1107
