0.548,0.5475,0.2616,0.247,0.2461,0.7275
0.6181,0.6182,0.3783,0.3037,0.3014,0.7279
0.6407,0.6405,0.4877,0.3668,0.3671,0.7775
0.6413,0.642,0.512,0.4015,0.4002,0.7969
0.6449,0.6432,0.5348,0.4241,0.4299,0.8104
0.6506,0.6501,0.5372,0.4773,0.4794,0.8632
0.6595,0.6607,0.5559,0.4964,0.4987,0.8844
0.6634,0.6622,0.5628,0.5126,0.5121,0.8975
0.6618,0.6619,0.5652,0.521,0.5177,0.8992
0.6678,0.6672,0.5707,0.5139,0.519,0.9101
0.6731,0.6734,0.5753,0.5297,0.5336,0.9227
0.6748,0.6762,0.5762,0.5368,0.5389,0.9362
0.68,0.6797,0.5842,0.535,0.5318,0.9417
0.6783,0.6782,0.591,0.5468,0.5464,0.945
0.6854,0.6844,0.5907,0.5407,0.5358,0.9445
0.692,0.6896,0.6011,0.5398,0.5344,0.9464
0.691,0.6887,0.5957,0.5624,0.5539,0.9532
0.6921,0.6925,0.6087,0.5611,0.5563,0.9546
0.6928,0.6915,0.6062,0.5735,0.5678,0.9643
0.6945,0.692,0.6024,0.5834,0.5765,0.9649
0.6924,0.6903,0.6062,0.5826,0.5693,0.9669
0.6904,0.6888,0.611,0.5834,0.5756,0.9702
0.6917,0.6909,0.612,0.584,0.576,0.9681
0.6951,0.6943,0.6128,0.5767,0.5709,0.9736
0.6948,0.695,0.6163,0.57,0.5663,0.9743
0.6949,0.6949,0.6184,0.5883,0.5866,0.9739
0.6968,0.6967,0.6177,0.5954,0.5984,0.9747
0.698,0.6983,0.6243,0.6045,0.6065,0.9781
0.6981,0.6968,0.6257,0.6043,0.5996,0.979
0.695,0.696,0.6237,0.6022,0.5977,0.9796
0.697,0.6956,0.6267,0.5916,0.5901,0.9813
0.698,0.6992,0.6243,0.5913,0.5902,0.9833
0.6964,0.6974,0.6298,0.5991,0.5946,0.9831
0.6995,0.6983,0.6267,0.6033,0.6017,0.9859
0.6974,0.6974,0.6313,0.5864,0.5815,0.9814
0.7,0.699,0.629,0.5924,0.5895,0.9817
0.6987,0.6989,0.6322,0.6059,0.5987,0.9812
0.6985,0.6969,0.6327,0.5995,0.5962,0.9843
0.7,0.6988,0.6385,0.5895,0.5845,0.9837
0.6986,0.6984,0.6292,0.5842,0.58,0.9844
0.6993,0.6981,0.6327,0.5879,0.585,0.9848
0.6996,0.699,0.6335,0.5849,0.5844,0.9849
0.699,0.6992,0.6376,0.5831,0.5862,0.9854
0.6963,0.6979,0.6416,0.5725,0.5798,0.9852
0.7012,0.6992,0.6407,0.5599,0.5725,0.9877
0.6972,0.6971,0.6377,0.5603,0.5765,0.988
0.6979,0.6975,0.6358,0.5758,0.5902,0.9881
0.6958,0.6983,0.6412,0.557,0.5626,0.9873
0.6986,0.6962,0.6336,0.5541,0.5694,0.9884
0.6979,0.6979,0.64,0.5366,0.5486,0.9882
0.7007,0.6989,0.6455,0.5357,0.5466,0.9899
0.7006,0.7,0.644,0.5381,0.5515,0.9884
0.7016,0.6994,0.6463,0.5396,0.5547,0.9869
0.7013,0.6991,0.6459,0.5324,0.5532,0.9857
0.6985,0.6988,0.6458,0.5289,0.5506,0.9878
0.6996,0.7004,0.6445,0.4978,0.5219,0.9862
0.6991,0.6991,0.642,0.513,0.5371,0.9887
0.6969,0.6956,0.6436,0.5136,0.5404,0.9898
0.6958,0.6968,0.6418,0.5024,0.5306,0.9891
0.698,0.6977,0.6426,0.4871,0.5151,0.9899
0.6978,0.6972,0.648,0.4868,0.5148,0.9884
0.6982,0.697,0.6528,0.4801,0.5134,0.9883
0.6982,0.6979,0.65,0.4917,0.5278,0.9892
0.6966,0.6956,0.6436,0.4767,0.5084,0.9908
0.6975,0.6971,0.6454,0.4717,0.5029,0.9903
0.6968,0.6966,0.6493,0.4657,0.4951,0.9921
0.6965,0.6952,0.6515,0.4522,0.482,0.9922
0.6957,0.6943,0.6521,0.451,0.4824,0.9932
0.6939,0.694,0.6493,0.4481,0.4776,0.9939
0.6943,0.6932,0.6479,0.4437,0.472,0.9945
0.6947,0.6942,0.6485,0.4442,0.4718,0.9954
0.697,0.6953,0.6556,0.4407,0.468,0.9945
0.6973,0.6955,0.6521,0.4377,0.4655,0.9945
0.6939,0.6941,0.6524,0.4387,0.4679,0.995
0.6962,0.6929,0.6494,0.4497,0.4788,0.995
0.6967,0.6955,0.6477,0.4483,0.4665,0.9946
0.6952,0.6942,0.6498,0.4484,0.4712,0.996
0.6935,0.6948,0.6498,0.4393,0.4653,0.9956
0.6944,0.6932,0.6514,0.4397,0.4653,0.9948
0.6927,0.6909,0.6497,0.4346,0.4636,0.9957
0.6953,0.6937,0.6485,0.4319,0.4617,0.9965
0.6972,0.6958,0.6558,0.4317,0.466,0.9949
0.6948,0.6944,0.6505,0.4182,0.4523,0.9938
0.6923,0.6907,0.6547,0.4154,0.4481,0.994
0.6932,0.6912,0.651,0.4214,0.4517,0.9935
0.6936,0.6941,0.6536,0.4246,0.4577,0.9932
0.6964,0.6953,0.6567,0.4112,0.4451,0.9927
0.6957,0.6949,0.6611,0.416,0.4483,0.995
0.6939,0.6922,0.6569,0.4189,0.4528,0.995
0.6897,0.6887,0.6533,0.421,0.4632,0.9939
0.69,0.6879,0.655,0.4222,0.4678,0.9953
0.6889,0.6874,0.6564,0.4277,0.4791,0.9943
0.6899,0.6887,0.6515,0.4303,0.48,0.9939
0.6926,0.6909,0.6556,0.407,0.4586,0.9942
0.6878,0.6874,0.6556,0.4129,0.4715,0.9957
0.6896,0.689,0.6547,0.3995,0.4585,0.9946
0.687,0.6858,0.6497,0.4144,0.4872,0.9946
0.6894,0.6861,0.6555,0.4185,0.5004,0.995
0.6888,0.6867,0.6529,0.406,0.484,0.9943
0.6885,0.6857,0.6544,0.4069,0.4923,0.9942
