test_8acc,test_b8acc,test_4acc,test_b4acc,test_32acc,test_b32acc
0.3934,0.0528,0.3473,0.0523,0.393,0.0518
0.3955,0.052,0.3585,0.0652,0.3956,0.0521
0.3941,0.0508,0.355,0.0587,0.3944,0.0516
0.3903,0.0539,0.332,0.0683,0.3924,0.0548
0.3934,0.0573,0.3385,0.0814,0.3933,0.0572
0.3976,0.0553,0.337,0.0706,0.4002,0.0543
0.4011,0.0528,0.3469,0.0503,0.4,0.0521
0.3982,0.0519,0.3485,0.0382,0.397,0.0526
0.4016,0.0478,0.3488,0.0398,0.4022,0.049
0.3993,0.0453,0.3427,0.0212,0.399,0.0464
0.4004,0.0444,0.3438,0.0323,0.3998,0.0455
0.4,0.0445,0.347,0.0355,0.4008,0.0458
0.4047,0.0488,0.3554,0.0478,0.4052,0.0474
0.4052,0.0442,0.3649,0.0581,0.407,0.0462
0.4062,0.0454,0.3649,0.0405,0.4091,0.045
0.4074,0.0447,0.354,0.047,0.4078,0.0445
0.404,0.046,0.3549,0.0548,0.4048,0.0456
0.409,0.0478,0.3567,0.0663,0.4069,0.0478
0.4037,0.0449,0.3483,0.0584,0.4048,0.0451
0.4055,0.0461,0.3489,0.063,0.4061,0.0457
0.4057,0.0454,0.3432,0.0671,0.4076,0.0445
0.4091,0.0442,0.3548,0.052,0.4099,0.0426
0.4113,0.0453,0.3664,0.058,0.4119,0.0446
0.4165,0.0465,0.3628,0.0559,0.4161,0.0461
0.4162,0.0463,0.3655,0.0554,0.4175,0.0454
0.418,0.0444,0.3714,0.0469,0.4183,0.045
0.4163,0.0422,0.3711,0.0375,0.4174,0.0416
0.4183,0.0437,0.3742,0.0323,0.4146,0.0435
0.4121,0.045,0.3753,0.0437,0.4159,0.0446
0.4133,0.0449,0.3645,0.058,0.4142,0.0449
0.4153,0.0431,0.3661,0.0732,0.4147,0.0443
0.4152,0.0429,0.3683,0.0592,0.417,0.0432
0.4191,0.041,0.366,0.0543,0.419,0.0418
0.4207,0.0406,0.3835,0.0502,0.4233,0.0416
0.4271,0.0437,0.3657,0.0524,0.4242,0.0436
0.4253,0.0432,0.378,0.0477,0.4248,0.0421
0.4211,0.0411,0.38,0.0466,0.4238,0.0414
0.4236,0.0408,0.3666,0.0388,0.4225,0.0393
0.4214,0.0398,0.3707,0.034,0.4233,0.0397
0.4252,0.0405,0.3752,0.0389,0.4252,0.0419
0.4321,0.0426,0.3839,0.05,0.4321,0.0417
0.4326,0.0413,0.3855,0.0472,0.4341,0.0396
0.4336,0.0413,0.3694,0.0455,0.4357,0.0426
0.4319,0.037,0.3856,0.0381,0.4318,0.0387
0.4279,0.0368,0.372,0.0454,0.4307,0.0386
0.4295,0.038,0.3793,0.0449,0.4294,0.0373
0.4317,0.0368,0.3861,0.0489,0.4313,0.0358
0.4329,0.0373,0.3789,0.0421,0.4324,0.0362
0.4331,0.0369,0.3832,0.037,0.4336,0.0365
0.4362,0.0358,0.3889,0.045,0.4359,0.0366
0.4363,0.0351,0.3744,0.0506,0.4346,0.0355
0.4341,0.0353,0.3833,0.0429,0.4356,0.0351
0.4345,0.0361,0.3812,0.0456,0.436,0.0362
0.4372,0.0368,0.3852,0.0457,0.4368,0.0365
0.4361,0.0359,0.3857,0.0326,0.4355,0.0363
0.4355,0.0351,0.3887,0.0289,0.4377,0.0344
0.4345,0.0339,0.3579,0.0406,0.4351,0.0345
0.4366,0.0329,0.3696,0.0429,0.4368,0.0329
0.4345,0.0344,0.3681,0.036,0.4355,0.0339
0.4391,0.0325,0.3706,0.0367,0.439,0.0327
0.4428,0.0352,0.3722,0.033,0.4414,0.0353
0.4403,0.0371,0.3694,0.0334,0.4399,0.0344
0.4408,0.0339,0.3744,0.0384,0.4424,0.0341
0.4439,0.0377,0.3828,0.0427,0.4432,0.0372
0.4416,0.0361,0.3753,0.0409,0.4403,0.0373
0.4438,0.0338,0.379,0.038,0.4443,0.0363
0.4465,0.0342,0.3737,0.0324,0.4474,0.0337
0.4466,0.0353,0.3854,0.0359,0.4486,0.0338
0.441,0.0331,0.3821,0.0311,0.4441,0.0321
0.4443,0.0316,0.3813,0.0298,0.4435,0.0319
0.442,0.0319,0.3845,0.0273,0.4442,0.032
0.4459,0.0313,0.3906,0.0275,0.4469,0.0319
0.447,0.033,0.3889,0.0308,0.4457,0.0335
0.4424,0.0335,0.3913,0.0306,0.4476,0.0337
0.4426,0.0318,0.3934,0.0358,0.4464,0.0323
0.4432,0.0313,0.3938,0.0398,0.4445,0.0328
0.4435,0.0327,0.3955,0.0494,0.4454,0.0336
0.441,0.0339,0.3919,0.0421,0.4426,0.0337
0.4431,0.0338,0.386,0.0484,0.4439,0.0336
0.4426,0.033,0.3862,0.0447,0.444,0.0337
0.4443,0.0304,0.3893,0.0311,0.4439,0.0322
0.4477,0.0334,0.388,0.0308,0.4492,0.0336
0.4496,0.0345,0.3851,0.0353,0.4507,0.0333
0.4488,0.0325,0.3772,0.0263,0.4498,0.0325
0.4507,0.0343,0.3822,0.0194,0.4486,0.034
0.4473,0.0341,0.3842,0.0266,0.4479,0.0341
0.4435,0.0322,0.3813,0.0202,0.4451,0.035
0.4465,0.0356,0.3762,0.02,0.444,0.0347
0.4432,0.0351,0.3638,0.022,0.4422,0.0339
0.4416,0.032,0.3651,0.019,0.4438,0.0335
0.4439,0.0328,0.3693,0.0208,0.4467,0.0342
0.4461,0.0316,0.3778,0.0224,0.4482,0.0304
0.4476,0.0319,0.3792,0.023,0.4468,0.0322
0.4451,0.0343,0.3796,0.0315,0.4474,0.0339
0.4479,0.0323,0.3739,0.0261,0.4468,0.0331
0.4526,0.0326,0.38,0.025,0.4495,0.0312
0.4497,0.031,0.378,0.0242,0.4497,0.0316
0.4506,0.0303,0.3862,0.0262,0.448,0.0311
0.4507,0.0311,0.3788,0.0293,0.4507,0.0309
0.451,0.0341,0.3757,0.0236,0.4514,0.035
0.452,0.0364,0.3817,0.0231,0.4524,0.0357
0.4517,0.0339,0.3753,0.0259,0.4516,0.0335
0.453,0.0333,0.3738,0.0211,0.453,0.0338
0.4526,0.0375,0.3664,0.0241,0.4552,0.0359
0.4538,0.0368,0.3646,0.0246,0.4521,0.0356
0.452,0.0346,0.3772,0.0268,0.4536,0.0348
0.4528,0.0351,0.3693,0.0207,0.4539,0.0338
0.4535,0.0329,0.3752,0.0216,0.4546,0.0328
0.4528,0.0324,0.3793,0.024,0.4538,0.0342
0.4531,0.0323,0.3665,0.0262,0.4559,0.0348
0.4528,0.0319,0.3656,0.02,0.4541,0.032
0.4492,0.0319,0.3765,0.0215,0.4527,0.0313
0.4543,0.0312,0.3789,0.0268,0.4555,0.0315
0.4524,0.033,0.3821,0.028,0.4535,0.0338
0.4501,0.0339,0.3798,0.0283,0.4523,0.0321
0.4544,0.0342,0.3854,0.0228,0.4526,0.0328
0.4557,0.036,0.3816,0.0256,0.4531,0.0344
0.4547,0.0342,0.3831,0.0242,0.4542,0.0349
0.4588,0.0363,0.3738,0.0212,0.4545,0.0347
0.456,0.0354,0.3739,0.0242,0.4569,0.0347
0.4576,0.0341,0.3797,0.026,0.458,0.0344
0.4591,0.0346,0.3827,0.0192,0.4607,0.0351
0.458,0.0363,0.3801,0.0262,0.4591,0.0361
0.4594,0.0368,0.3869,0.0306,0.4634,0.0377
0.4607,0.0404,0.3963,0.0268,0.4605,0.0382
0.4601,0.0374,0.3911,0.0207,0.46,0.036
0.4622,0.0367,0.3964,0.0281,0.4618,0.0361
0.4559,0.0351,0.3928,0.0274,0.4591,0.0369
0.4568,0.0331,0.3955,0.035,0.4607,0.0348
0.4589,0.0384,0.3943,0.0251,0.4612,0.0367
0.4615,0.0388,0.3868,0.0224,0.4607,0.039
0.461,0.0419,0.3832,0.0323,0.4608,0.0413
0.4597,0.0394,0.3841,0.0264,0.4618,0.0391
0.4599,0.0381,0.3926,0.027,0.4606,0.0372
0.4587,0.0371,0.383,0.0265,0.4565,0.0369
0.4572,0.0359,0.3814,0.0345,0.4571,0.0369
0.4594,0.0412,0.393,0.0383,0.4583,0.039
0.4573,0.0412,0.3954,0.0457,0.4582,0.0409
0.4603,0.0404,0.3939,0.0383,0.4608,0.0421
0.4617,0.0413,0.3988,0.0427,0.4626,0.0418
0.4622,0.0418,0.4013,0.0447,0.462,0.0417
0.4606,0.0436,0.4025,0.0469,0.4611,0.0431
0.4596,0.0432,0.3966,0.0424,0.4599,0.0411
0.4609,0.0435,0.3958,0.042,0.4604,0.0442
0.4627,0.0443,0.3921,0.0391,0.4602,0.0445
0.4581,0.0378,0.3983,0.0491,0.4596,0.0406
0.4566,0.0404,0.3997,0.0344,0.4584,0.0417
0.4601,0.0438,0.3865,0.0311,0.46,0.0424
0.4599,0.0412,0.3904,0.0444,0.4616,0.0401
0.4632,0.0408,0.3832,0.0529,0.462,0.0393
0.4644,0.038,0.3957,0.0547,0.4597,0.038
0.4635,0.0388,0.3878,0.0493,0.4638,0.037
0.4632,0.0358,0.391,0.0393,0.4633,0.0353
0.4644,0.0392,0.3881,0.0425,0.4653,0.0385
0.4651,0.0382,0.3769,0.0407,0.4672,0.0396
0.463,0.039,0.3877,0.0594,0.4654,0.0399
0.4657,0.0402,0.379,0.055,0.4664,0.0399
0.4646,0.0379,0.3832,0.0577,0.4673,0.039
0.4665,0.0369,0.3776,0.0436,0.4641,0.0359
0.4655,0.0349,0.3776,0.0374,0.4651,0.0359
0.4677,0.0374,0.3884,0.0337,0.4652,0.0374
0.4652,0.0372,0.3871,0.0277,0.4664,0.0364
0.4667,0.0376,0.3801,0.0256,0.4671,0.0377
0.4694,0.0423,0.3708,0.0327,0.4695,0.0423
0.4683,0.0434,0.385,0.0351,0.4679,0.0428
0.4681,0.0438,0.3914,0.0432,0.468,0.0433
0.4706,0.0445,0.3777,0.0438,0.4704,0.0449
0.471,0.0431,0.3912,0.0436,0.4686,0.0441
0.467,0.0478,0.3945,0.0354,0.4681,0.0451
0.4699,0.0459,0.3716,0.0289,0.4688,0.0472
0.4696,0.0372,0.3752,0.0381,0.4671,0.0376
0.4641,0.0345,0.3775,0.0335,0.4655,0.0339
0.4653,0.0349,0.3796,0.0275,0.4652,0.0362
0.4643,0.0343,0.3654,0.0196,0.4643,0.0327
0.4629,0.0321,0.3744,0.0308,0.4639,0.0321
0.4623,0.0362,0.3797,0.0327,0.4607,0.0365
0.4632,0.0372,0.3666,0.0239,0.4636,0.0369
0.4641,0.0426,0.379,0.0291,0.463,0.04
0.4605,0.0416,0.3767,0.0289,0.4604,0.0408
0.4605,0.0382,0.3802,0.0292,0.4623,0.0388
0.4612,0.0404,0.3811,0.0387,0.4626,0.0401
0.4649,0.0395,0.3798,0.0321,0.4635,0.0408
0.4625,0.0349,0.3754,0.0245,0.4637,0.0355
0.4669,0.0379,0.3732,0.0344,0.4663,0.0372
0.4617,0.0409,0.3766,0.0371,0.4649,0.0399
0.4618,0.0396,0.3782,0.0543,0.4652,0.0386
0.4667,0.0408,0.3781,0.0518,0.4655,0.0392
0.4671,0.0506,0.3748,0.0413,0.4668,0.0486
0.4691,0.058,0.3916,0.0504,0.4684,0.0589
0.4693,0.0573,0.3858,0.0412,0.4707,0.0579
0.4685,0.062,0.3873,0.0408,0.4702,0.0606
0.47,0.0579,0.3877,0.0324,0.4692,0.0573
0.4678,0.0559,0.3852,0.0418,0.4696,0.058
0.4667,0.0543,0.3899,0.0358,0.4672,0.0551
0.4669,0.0605,0.3839,0.0483,0.4676,0.0604
0.4688,0.0526,0.388,0.0427,0.471,0.0524
0.4707,0.0496,0.3843,0.0393,0.4723,0.0481
0.4669,0.0509,0.3724,0.0392,0.4685,0.0494
0.4643,0.0472,0.373,0.0408,0.4651,0.0455
0.4636,0.0454,0.3628,0.0261,0.4647,0.045
0.4639,0.0508,0.3629,0.0273,0.4636,0.0466
0.4618,0.0495,0.3653,0.032,0.4669,0.0482
0.4639,0.0478,0.3694,0.0286,0.4671,0.0472
0.4631,0.0501,0.3689,0.0271,0.4664,0.0497
0.4645,0.0523,0.369,0.0309,0.4708,0.0489
0.4684,0.0468,0.3726,0.0249,0.4695,0.048
0.4664,0.0518,0.373,0.0197,0.4683,0.0511
0.4637,0.0536,0.3696,0.0254,0.4654,0.0495
0.4603,0.045,0.3576,0.03,0.4637,0.0472
0.462,0.0438,0.3546,0.0275,0.4604,0.0438
0.4649,0.0444,0.3644,0.0303,0.4636,0.0424
0.4631,0.0462,0.3719,0.0336,0.4609,0.0434
0.4636,0.0449,0.3739,0.0288,0.4632,0.0411
0.4666,0.0451,0.3868,0.0326,0.4661,0.0438
0.4664,0.0447,0.3915,0.0424,0.4676,0.0443
0.4652,0.0464,0.3935,0.0521,0.4665,0.0443
0.4647,0.0483,0.389,0.0531,0.4681,0.0473
0.4667,0.0524,0.3746,0.0348,0.4657,0.0501
0.4657,0.0482,0.3759,0.0308,0.4664,0.0479
0.4626,0.0481,0.3781,0.0262,0.4638,0.0485
0.4649,0.0481,0.3764,0.0289,0.4655,0.047
0.4634,0.0487,0.3648,0.0358,0.4639,0.0452
0.4663,0.0519,0.3715,0.0408,0.4653,0.049
0.4629,0.0486,0.365,0.0446,0.4673,0.0482
0.4668,0.046,0.3685,0.0352,0.4679,0.0465
0.4655,0.042,0.3671,0.0247,0.4628,0.0428
