test_4acc,test_b4acc,test_8acc,test_b8acc,test_32acc,test_b32acc
0.6522,0.0881,0.6735,0.0906,0.6729,0.0904
0.6568,0.0828,0.6748,0.0874,0.6739,0.0879
0.6606,0.0865,0.6776,0.0897,0.6773,0.0898
0.661,0.0841,0.678,0.0884,0.6789,0.0886
0.6647,0.084,0.6813,0.089,0.6826,0.0891
0.6633,0.0837,0.6848,0.0881,0.6844,0.088
0.6668,0.0894,0.6888,0.0899,0.6878,0.0889
0.6695,0.0909,0.6895,0.0898,0.6895,0.0905
0.6729,0.0918,0.6907,0.0907,0.6899,0.0905
0.6702,0.085,0.6905,0.0887,0.6911,0.0889
0.6737,0.0856,0.6916,0.0881,0.6923,0.088
0.6746,0.0861,0.6938,0.0896,0.6942,0.0899
0.6777,0.0879,0.6973,0.0912,0.6976,0.0906
0.6827,0.0904,0.7005,0.0924,0.7009,0.0922
0.6791,0.0915,0.6984,0.0896,0.6982,0.0896
0.6851,0.0964,0.6999,0.089,0.7014,0.0894
0.6844,0.0947,0.703,0.09,0.7041,0.0903
0.6824,0.0939,0.7056,0.0913,0.7055,0.0918
0.6865,0.0954,0.705,0.0911,0.7056,0.091
0.6862,0.096,0.7078,0.0914,0.7077,0.0918
0.6907,0.0974,0.7093,0.0917,0.7095,0.0918
0.6904,0.097,0.7106,0.0911,0.71,0.092
0.6901,0.0983,0.7107,0.0914,0.711,0.0912
0.6907,0.0984,0.7145,0.0926,0.7136,0.0929
0.6932,0.097,0.7181,0.0914,0.7174,0.0917
0.696,0.0982,0.7198,0.0924,0.7194,0.0923
0.6959,0.0997,0.7204,0.0936,0.721,0.0931
0.6982,0.0986,0.7202,0.094,0.7217,0.0938
0.695,0.0978,0.7217,0.0915,0.7227,0.0918
0.6976,0.0961,0.723,0.0909,0.7227,0.0905
0.6958,0.0975,0.7238,0.0925,0.7229,0.0926
0.6982,0.0993,0.7252,0.0935,0.7256,0.0934
0.702,0.0983,0.7278,0.0936,0.7274,0.0938
0.699,0.0962,0.7301,0.0927,0.7286,0.0928
0.6981,0.0962,0.7307,0.0934,0.7296,0.0939
0.6994,0.0939,0.731,0.0937,0.7316,0.0938
0.698,0.0944,0.7342,0.0932,0.7345,0.0931
0.7003,0.0968,0.7331,0.0936,0.7348,0.0938
0.7019,0.0985,0.7326,0.0944,0.733,0.0942
0.7032,0.0955,0.7354,0.0942,0.7348,0.094
0.7021,0.0967,0.736,0.0937,0.7359,0.0935
0.7059,0.0988,0.7365,0.0945,0.7364,0.0944
0.7039,0.098,0.7388,0.0954,0.738,0.0955
0.7091,0.0986,0.7379,0.0949,0.7396,0.0953
0.7048,0.1005,0.738,0.0953,0.7392,0.0953
0.7073,0.0985,0.7411,0.0946,0.7409,0.0949
0.7085,0.098,0.741,0.0937,0.7411,0.0939
0.7076,0.1,0.7429,0.0959,0.7438,0.0953
0.7023,0.1022,0.7436,0.0962,0.7442,0.0962
0.7073,0.0959,0.7447,0.0939,0.7457,0.0941
0.708,0.0976,0.7441,0.0956,0.7446,0.0959
0.7105,0.0974,0.7449,0.0951,0.7459,0.0962
0.7105,0.0954,0.745,0.0947,0.7448,0.0954
0.7074,0.0956,0.7449,0.0957,0.7449,0.096
0.7134,0.0978,0.7447,0.0952,0.7462,0.0954
0.7082,0.0996,0.7454,0.0965,0.7451,0.0955
0.7102,0.0951,0.7464,0.0959,0.7462,0.0967
0.7113,0.0973,0.7457,0.0972,0.7471,0.097
0.7107,0.0996,0.7457,0.0977,0.7475,0.0974
0.7083,0.096,0.7482,0.0961,0.7484,0.0962
0.7098,0.0956,0.7499,0.0958,0.7505,0.0961
0.7136,0.0959,0.7501,0.0969,0.7499,0.098
0.7155,0.099,0.7514,0.0956,0.7518,0.096
0.7134,0.0968,0.752,0.0954,0.7531,0.0953
0.7162,0.0978,0.7525,0.0976,0.7525,0.0969
0.7164,0.0988,0.7533,0.0966,0.7525,0.0964
0.72,0.0972,0.7529,0.0973,0.7529,0.0969
0.7177,0.0998,0.7535,0.0958,0.753,0.096
0.7154,0.1005,0.754,0.0955,0.7563,0.0958
0.7251,0.1,0.7538,0.0958,0.7554,0.0954
0.7172,0.1017,0.7556,0.0975,0.7561,0.096
0.7136,0.1022,0.7536,0.0966,0.7563,0.0969
0.7149,0.0992,0.757,0.0959,0.7563,0.0955
0.7199,0.0972,0.7556,0.0976,0.7557,0.097
0.716,0.094,0.7565,0.0958,0.7581,0.0957
0.7198,0.0944,0.7571,0.0954,0.7573,0.0963
0.7166,0.0974,0.7577,0.0981,0.7578,0.0979
0.7189,0.0963,0.7569,0.098,0.7578,0.0981
0.714,0.0944,0.7579,0.097,0.7581,0.097
0.7224,0.0985,0.7583,0.0985,0.7599,0.0987
0.7163,0.0977,0.7601,0.0992,0.7598,0.0989
0.7143,0.0959,0.7582,0.098,0.7591,0.098
0.7186,0.0955,0.7587,0.0976,0.76,0.0974
0.7164,0.0978,0.7593,0.0975,0.7604,0.0973
0.716,0.1004,0.7601,0.0979,0.7606,0.0974
0.7185,0.0994,0.7598,0.0966,0.7601,0.0968
0.722,0.0974,0.761,0.0971,0.762,0.0967
0.7248,0.1045,0.7613,0.0993,0.7609,0.0988
0.7257,0.1033,0.7609,0.0987,0.7612,0.0991
0.7263,0.1004,0.7622,0.0972,0.7632,0.097
0.7265,0.0979,0.7636,0.0961,0.7632,0.096
0.7216,0.1021,0.7635,0.0973,0.7628,0.0972
0.7169,0.1035,0.7642,0.0982,0.764,0.0979
0.7202,0.1021,0.7639,0.0969,0.7643,0.0971
0.7178,0.1062,0.7641,0.0984,0.7642,0.0988
0.7236,0.1031,0.7641,0.0993,0.7634,0.0983
0.7273,0.105,0.7633,0.0995,0.764,0.0992
0.7254,0.1007,0.7654,0.0992,0.7643,0.0994
0.7189,0.1016,0.7652,0.0993,0.7656,0.0994
0.7146,0.1096,0.7643,0.1007,0.7639,0.101
0.7137,0.1048,0.7665,0.099,0.7656,0.099
0.7151,0.1048,0.7683,0.0986,0.7679,0.0982
0.715,0.1064,0.7688,0.0995,0.7691,0.0996
0.716,0.1032,0.7687,0.099,0.7677,0.0993
0.7137,0.098,0.7677,0.0973,0.7701,0.0974
0.7121,0.1,0.7687,0.0969,0.7685,0.0969
0.7134,0.0976,0.7669,0.0966,0.7672,0.0966
0.7122,0.1007,0.7677,0.0968,0.7689,0.097
0.7163,0.1021,0.7688,0.0964,0.7686,0.0969
0.7198,0.101,0.7672,0.0968,0.7682,0.0981
0.719,0.1025,0.768,0.1003,0.7671,0.1001
0.7161,0.1014,0.7686,0.0996,0.7687,0.0999
0.7157,0.1035,0.7688,0.1013,0.7699,0.1018
0.7146,0.1028,0.7698,0.1007,0.7689,0.1009
0.7181,0.099,0.769,0.0997,0.7702,0.0999
0.7195,0.1026,0.7689,0.0992,0.7693,0.0996
0.7183,0.1021,0.7701,0.1014,0.7699,0.1012
0.7139,0.1007,0.7697,0.1001,0.7701,0.1001
0.7201,0.0992,0.7722,0.0988,0.7727,0.0988
0.7201,0.0962,0.7699,0.0987,0.7708,0.0988
0.7187,0.0995,0.7692,0.0999,0.7692,0.0999
0.7198,0.0992,0.7715,0.1009,0.7707,0.1009
0.7197,0.0943,0.7711,0.1,0.7717,0.0993
0.7231,0.0972,0.7717,0.0996,0.7728,0.1002
0.7248,0.0964,0.772,0.0999,0.7723,0.1003
0.725,0.0951,0.7728,0.0981,0.7725,0.0998
0.7209,0.0953,0.7742,0.0983,0.7742,0.0987
0.7258,0.092,0.7757,0.0975,0.7745,0.0974
0.7249,0.0912,0.7723,0.0971,0.7724,0.0975
0.7234,0.0912,0.7741,0.0972,0.7735,0.0981
0.7262,0.0928,0.7759,0.0991,0.7759,0.0995
0.724,0.0958,0.7742,0.101,0.7751,0.1007
0.7215,0.0924,0.775,0.1008,0.775,0.1004
0.7232,0.0947,0.7748,0.0997,0.7754,0.1007
0.7241,0.0919,0.7753,0.1018,0.7751,0.101
0.7211,0.0932,0.7743,0.1014,0.7752,0.101
0.7212,0.0922,0.7756,0.1005,0.7757,0.1003
0.7221,0.0922,0.7754,0.1016,0.7759,0.1007
0.7186,0.094,0.7757,0.1003,0.7753,0.1004
0.7235,0.0947,0.773,0.1003,0.7749,0.1004
0.7253,0.092,0.7748,0.1002,0.775,0.0998
0.7258,0.0941,0.7774,0.0995,0.776,0.0996
0.727,0.0934,0.7775,0.1013,0.7766,0.1011
0.7248,0.0928,0.7757,0.1007,0.7754,0.1011
0.7259,0.0934,0.7777,0.0993,0.7761,0.1008
0.7275,0.0923,0.7756,0.0996,0.7745,0.1007
0.7253,0.0967,0.776,0.1008,0.7763,0.101
0.7284,0.0908,0.778,0.0992,0.7783,0.0998
0.7293,0.0916,0.7755,0.1005,0.7763,0.1006
0.7239,0.0913,0.7764,0.0995,0.7767,0.0995
0.7265,0.0882,0.776,0.1003,0.7769,0.0997
0.7282,0.0888,0.7772,0.1002,0.7775,0.0997
0.7356,0.09,0.7791,0.101,0.7808,0.1013
0.7302,0.0889,0.7793,0.1004,0.7797,0.1002
0.7219,0.0849,0.778,0.1001,0.7783,0.1003
0.7297,0.0864,0.7765,0.102,0.7783,0.1018
0.73,0.0904,0.7794,0.1026,0.7787,0.1018
0.7282,0.089,0.7788,0.1011,0.7792,0.1011
0.729,0.091,0.7789,0.1026,0.7797,0.1014
0.724,0.0887,0.7799,0.1025,0.7798,0.1015
0.7235,0.0885,0.7789,0.1013,0.7787,0.0998
0.7243,0.0887,0.7788,0.102,0.777,0.1021
0.7276,0.0864,0.777,0.1016,0.779,0.1018
0.7299,0.0869,0.7768,0.1015,0.7772,0.1016
0.7237,0.0869,0.7776,0.1021,0.7778,0.1024
0.723,0.0868,0.7778,0.1023,0.7786,0.1018
0.7223,0.0874,0.7791,0.1006,0.7783,0.1006
0.7241,0.0881,0.7783,0.1019,0.7793,0.1023
0.7179,0.0898,0.7788,0.1006,0.7797,0.1011
0.7204,0.0873,0.7789,0.101,0.7783,0.1011
0.72,0.0876,0.7788,0.0999,0.7791,0.0994
0.7215,0.0873,0.7805,0.0986,0.7787,0.099
0.7191,0.0873,0.7771,0.099,0.7792,0.0996
0.7148,0.0869,0.7795,0.0998,0.7803,0.1005
0.7159,0.0889,0.7805,0.0996,0.7809,0.0998
0.7165,0.0862,0.7808,0.0988,0.7807,0.099
0.7175,0.0889,0.7809,0.1019,0.7821,0.1014
0.7125,0.0888,0.7796,0.1027,0.7811,0.1029
0.7152,0.0935,0.7804,0.1022,0.7807,0.1024
0.7148,0.089,0.7814,0.1022,0.782,0.1029
0.7248,0.0882,0.7815,0.1019,0.7814,0.1015
0.722,0.0819,0.781,0.0999,0.7816,0.0997
0.7264,0.0892,0.7827,0.1006,0.7826,0.0998
0.7284,0.0892,0.782,0.1001,0.7823,0.0995
0.7281,0.0896,0.7809,0.0999,0.7818,0.0994
0.7222,0.0926,0.7825,0.0997,0.7824,0.0995
0.7289,0.0901,0.78,0.1002,0.781,0.1001
0.7216,0.09,0.78,0.1001,0.7802,0.1003
0.7226,0.0921,0.7811,0.1014,0.7815,0.1007
0.7243,0.0925,0.7841,0.1012,0.7831,0.1009
0.7214,0.0932,0.7806,0.102,0.7801,0.101
0.724,0.0911,0.7819,0.1033,0.781,0.1027
0.7202,0.0928,0.7825,0.0996,0.7826,0.0995
0.7232,0.0881,0.7816,0.1007,0.782,0.0999
0.7221,0.0938,0.7799,0.1019,0.7804,0.1019
0.7248,0.0928,0.7816,0.1009,0.7804,0.101
0.7232,0.0918,0.7812,0.1011,0.7818,0.1012
0.7231,0.0944,0.7815,0.1023,0.7831,0.1021
0.7249,0.0917,0.7838,0.102,0.7836,0.1023
0.7247,0.0926,0.7832,0.1016,0.7834,0.1011
0.7233,0.0924,0.7839,0.1011,0.7842,0.1003
0.7261,0.0918,0.7839,0.1023,0.7838,0.1013
0.7255,0.0929,0.7841,0.1029,0.7845,0.102
0.7237,0.0941,0.784,0.1023,0.785,0.1021
0.7228,0.0906,0.7839,0.1002,0.7853,0.1013
0.7209,0.088,0.7833,0.1002,0.7843,0.1002
0.7256,0.089,0.7833,0.1006,0.7832,0.1014
0.7234,0.0887,0.7845,0.102,0.7828,0.102
0.7203,0.0835,0.783,0.1003,0.7843,0.101
0.7197,0.0852,0.7842,0.1015,0.7846,0.1018
0.7197,0.0829,0.7851,0.1008,0.7842,0.1012
0.7187,0.0841,0.7843,0.1006,0.7842,0.1001
0.7197,0.0856,0.7835,0.102,0.784,0.1018
0.7209,0.0875,0.7845,0.1008,0.7846,0.1015
0.7158,0.0839,0.786,0.0998,0.7847,0.0999
0.7202,0.0846,0.7844,0.1016,0.7847,0.1011
0.7213,0.0876,0.7838,0.1018,0.7842,0.1013
0.7227,0.0877,0.7829,0.1015,0.7824,0.1016
0.7235,0.087,0.783,0.1021,0.7826,0.1025
0.7168,0.0887,0.7843,0.1018,0.7834,0.1018
0.7191,0.086,0.7848,0.1027,0.7858,0.1017
0.7145,0.0885,0.7838,0.1021,0.7857,0.1025
0.7088,0.0875,0.7846,0.1028,0.7865,0.1022
0.71,0.0848,0.7852,0.1022,0.7851,0.1017
0.71,0.0853,0.7843,0.1023,0.7858,0.1025
0.7074,0.0841,0.7852,0.1028,0.7863,0.1031
0.7077,0.0846,0.7849,0.1032,0.7858,0.1031
0.7089,0.0852,0.7854,0.1019,0.7873,0.1016
0.7068,0.0882,0.785,0.1025,0.7858,0.1019
0.7074,0.0879,0.785,0.1011,0.7853,0.1011
0.7021,0.0858,0.784,0.0994,0.7856,0.1
0.7111,0.0866,0.7866,0.101,0.7869,0.1017
0.7033,0.086,0.7871,0.1002,0.7864,0.1007
0.7031,0.0857,0.7871,0.1003,0.7861,0.1009
0.702,0.0868,0.7869,0.1019,0.788,0.1024
0.7039,0.0853,0.7873,0.1027,0.7886,0.1033
0.7053,0.0839,0.7851,0.1011,0.7869,0.1021
0.7106,0.0869,0.7867,0.1018,0.788,0.103
0.7004,0.0833,0.7858,0.1004,0.7871,0.1011
0.7012,0.0824,0.7876,0.102,0.7876,0.1016
0.7096,0.0819,0.7854,0.101,0.7876,0.1016
0.704,0.0829,0.7881,0.1002,0.7875,0.1
0.7128,0.0883,0.7882,0.1039,0.7882,0.1034
0.7049,0.0865,0.7864,0.1049,0.7871,0.1041
0.7062,0.084,0.7863,0.1038,0.7865,0.1029
0.7063,0.084,0.7866,0.1024,0.7865,0.102
0.7081,0.0838,0.7873,0.103,0.7878,0.1027
0.7062,0.0843,0.7877,0.103,0.7876,0.1031
0.705,0.0844,0.7884,0.1028,0.7886,0.1026
0.7078,0.0845,0.7871,0.1027,0.7891,0.1019
0.7095,0.0869,0.7886,0.1029,0.7883,0.1035
0.7118,0.0853,0.7891,0.103,0.7885,0.1022
0.7076,0.0867,0.7887,0.1028,0.7888,0.1027
0.7068,0.0872,0.7882,0.1035,0.7891,0.1033
0.7098,0.0897,0.7891,0.103,0.7891,0.1024
0.704,0.088,0.7881,0.1015,0.7877,0.1019
0.7033,0.0885,0.7862,0.1026,0.7868,0.1024
