test_4acc,test_b4acc,test_8acc,test_b8acc,test_32acc,test_b32acc
0.1001,0.0,0.1001,0.0,0.1001,0.0
0.1095,0.0,0.1087,0.0,0.1093,0.0
0.1053,0.0,0.1059,0.0,0.1058,0.0
0.1066,0.0,0.1029,0.0,0.1031,0.0
0.1089,0.0,0.1052,0.0,0.1049,0.0
0.1141,0.0,0.1098,0.0,0.1099,0.0
0.1062,0.0,0.1053,0.0,0.1054,0.0
0.107,0.0,0.1066,0.0,0.107,0.0
0.1081,0.0001,0.1051,0.0,0.105,0.0
0.1077,0.0,0.1087,0.0,0.1086,0.0
0.1076,0.0,0.1081,0.0,0.1078,0.0
0.106,0.0,0.1066,0.0,0.1063,0.0
0.1024,0.0,0.1033,0.0,0.1033,0.0
0.1016,0.0,0.102,0.0,0.1019,0.0
0.1054,0.0004,0.1068,0.0,0.1062,0.0
0.1011,0.0,0.1017,0.0,0.1017,0.0
0.1021,0.0,0.1026,0.0,0.1026,0.0
0.1049,0.0002,0.1041,0.0,0.1037,0.0
0.1072,0.0,0.1052,0.0,0.1053,0.0
0.1062,0.0,0.1053,0.0,0.1051,0.0
0.1084,0.0,0.1087,0.0,0.1085,0.0
0.1154,0.0001,0.116,0.0,0.1158,0.0
0.1202,0.0003,0.1187,0.0,0.1193,0.0001
0.1212,0.0007,0.1172,0.0002,0.1175,0.0002
0.1234,0.0011,0.1189,0.0003,0.1194,0.0003
0.1241,0.0015,0.1237,0.0005,0.1234,0.0005
0.1285,0.0008,0.1279,0.0005,0.1283,0.0005
0.1307,0.001,0.1295,0.0005,0.1296,0.0005
0.1348,0.001,0.1326,0.0005,0.1328,0.0005
0.1324,0.001,0.1305,0.0006,0.131,0.0006
0.1376,0.0051,0.136,0.0022,0.1357,0.0022
0.1361,0.0068,0.1356,0.0057,0.1363,0.0058
0.1403,0.0033,0.1415,0.0058,0.1415,0.006
0.1408,0.0032,0.1407,0.0013,0.1413,0.0012
0.1429,0.0076,0.1416,0.003,0.1418,0.0032
0.1426,0.0194,0.144,0.0015,0.1434,0.0015
0.135,0.278,0.1426,0.1006,0.1427,0.0954
0.1399,0.1766,0.1388,0.0194,0.1378,0.0213
0.1467,0.1854,0.1363,0.0261,0.1367,0.0264
0.1476,0.1781,0.1398,0.0332,0.1398,0.0335
0.1493,0.0615,0.1358,0.0047,0.1343,0.0047
0.1441,0.0056,0.1256,0.0006,0.1259,0.0005
0.128,0.0108,0.123,0.0011,0.1232,0.001
0.1221,0.0641,0.1215,0.0027,0.1212,0.0028
0.1214,0.0021,0.1228,0.0006,0.1228,0.0006
0.1243,0.003,0.1213,0.0021,0.1211,0.0019
0.1211,0.0024,0.1206,0.0012,0.1203,0.0011
0.1216,0.0002,0.117,0.0004,0.1176,0.0004
0.1226,0.0002,0.1212,0.0004,0.1205,0.0004
0.1211,0.0011,0.1209,0.0007,0.1203,0.0008
0.1216,0.0003,0.1205,0.0004,0.1205,0.0004
0.1245,0.0001,0.1201,0.0003,0.1201,0.0003
0.1246,0.0001,0.1225,0.0,0.1229,0.0
0.1245,0.0,0.1262,0.0,0.1256,0.0
0.1245,0.0,0.1258,0.0,0.1252,0.0
0.1242,0.0,0.1259,0.0,0.1265,0.0
0.1044,0.0,0.1,0.0,0.1,0.0
0.1001,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
0.1,0.0,0.1,0.0,0.1,0.0
